player_id	last_name	first_name	team	position	total_games	total_score	average_score	price	breakeven	projected_score	projected_price	projected_price_change	active	
33	Walters	Billy	BRO	HOK	5	139	23.6667	297600	33	24	290500	-7100	True	
34	Willison	Xavier	BRO	FRF	5	233	54.3333	422700	-6	45	464100	41400	True	
35	Alatini	Sosaia	BUL	2RF	0	0	0	198800	20	0	198800	0	True	
36	Amone	Tom	BUL	FRF	0	0	0	232600	24	0	232600	0	True	
37	Burton	Matt	BUL	5/8	2	105	52.5	648700	95	0	648700	0	True	
38	Crichton	Stephen	BUL	CTW	5	219	49.6667	484900	43	0	484900	0	True	
39	Curran	Joshua	BUL	2RF	4	243	55	547200	53	0	547200	0	True	
40	Hayes	Harry	BUL	2RF	5	224	46.6667	414500	41	0	414500	0	True	
41	Hayward	Bailey	BUL	2RF	5	182	51	380800	31	0	380800	0	True	
42	Hopoi	Lipoi	BUL	2RF	0	0	0	232600	24	0	232600	0	True	
43	Hughes	Samuel	BUL	FRF	0	0	0	355700	37	0	355700	0	True	
44	Hutchison	Drew	BUL	HFB	0	0	0	412600	42	0	412600	0	True	
45	Kautoga	Kitione	PAR	2RF	4	188	53.6667	329200	-22	40	379400	50200	True	
46	Kikau	Viliame	BUL	2RF	2	174	87	523300	-13	0	523300	0	True	
47	King	Max	BUL	FRF	5	296	60.3333	568700	49	0	568700	0	True	
48	Kiraz	Jacob	BUL	CTW	1	61	61	702800	84	0	702800	0	True	
49	Mahoney	Reed	BUL	HOK	5	260	54	520900	36	0	520900	0	True	
50	Mann	Kurt	BUL	2RF	5	256	52.3333	448800	15	0	448800	0	True	
51	Montoya	Marcelo	BUL	CTW	5	241	36	426300	62	0	426300	0	True	
52	Morrin	Kurtis	BUL	2RF	1	18	18	299900	43	0	299900	0	True	
53	O'Neill	Joseph	BUL	HFB	0	0	0	198800	20	0	198800	0	True	
54	Oloapu	Karl	BUL	5/8	0	0	0	232600	24	0	232600	0	True	
55	Preston	Jacob	BUL	2RF	5	354	79.6667	666600	13	0	666600	0	True	
56	Salmon	Jaeman	BUL	2RF	5	204	35.6667	408700	49	0	408700	0	True	
57	Seve	Fanafou	BUL	FRF	0	0	0	198800	20	0	198800	0	True	
58	Sexton	Toby	BUL	HFB	5	210	38	420600	44	0	420600	0	True	
59	Spinks	Logan	BUL	2RF	0	0	0	198800	20	0	198800	0	True	
60	Sua	Jonathan	BUL	CTW	0	0	0	232600	24	0	232600	0	True	
61	Suluka-Fifita	Daniel	BUL	FRF	4	113	32	258000	34	0	258000	0	True	
62	Sutton	Ryan	BUL	FRF	0	0	0	232600	24	0	232600	0	True	
63	Taaffe	Blake	BUL	FLB	1	2	2	386700	77	0	386700	0	True	
64	Todd	Jack	BUL	2RF	2	85	42.5	198800	-24	0	198800	0	True	
65	Tracey	Connor	BUL	CTW	5	304	50.3333	571000	78	0	571000	0	True	
66	Tuala	Enari	BUL	CTW	0	0	0	366100	38	0	366100	0	True	
67	Tupouniua	Sitili	BUL	2RF	4	200	32.3333	418200	63	0	418200	0	True	
68	Turpin	Jake	BUL	HOK	0	0	0	232600	24	0	232600	0	True	
69	Wilson	Blake	BUL	CTW	4	181	43	449000	50	0	449000	0	True	
70	Woods	Mitchell	BUL	HFB	0	0	0	198800	20	0	198800	0	True	
71	Xerri	Bronson	BUL	CTW	5	306	76.3333	607700	36	0	607700	0	True	
72	Young	Patrick	BUL	2RF	0	0	0	198800	20	0	198800	0	True	
73	Asomua	Michael	CBR	CTW	0	0	0	198800	20	20	198800	0	True	
74	Clydsdale	Jake	CBR	FRF	0	0	0	198800	20	20	198800	0	True	
75	Fogarty	Jamal	CBR	HFB	5	301	61.6667	570100	51	65	581800	11700	True	
76	Guler	Emre	STG	FRF	3	138	46	360800	26	41	372900	12100	True	
77	Harawira-Naera	Corey	CBR	2RF	0	0	0	232600	24	40	232600	0	True	
78	Hopoate	Albert	CBR	CTW	1	25	25	454600	69	54	454600	0	True	
79	Horsburgh	Corey	CBR	2RF	5	333	62.6667	520500	30	62	546300	25800	True	
80	Hosking	Zac	CBR	2RF	2	121	60.5	513900	37	51	525000	11100	True	
81	Kris	Sebastian	CBR	CTW	5	290	47.6667	459000	47	65	473400	14400	True	
82	Levi	Danny	CBR	HOK	0	0	0	322100	33	26	322100	0	True	
83	Mariota	Ata	CBR	FRF	5	167	39	356700	26	35	364100	7400	True	
84	Martin	Jordan	CBR	2RF	0	0	0	232600	24	17	232600	0	True	
85	Martin	Myles	CBR	FRF	0	0	0	198800	20	20	198800	0	True	
86	Martin	Noah	CBR	2RF	0	0	0	198800	20	20	198800	0	True	
87	Mooney	Trey	CBR	2RF	2	115	57.5	317500	-17	40	364100	46600	True	
88	Nicholson	Matty	CBR	2RF	4	283	61.6667	456200	5	66	506200	50000	True	
89	Packer	Shaun	CBR	HOK	0	0	0	198800	20	20	198800	0	True	
90	Papalii	Josh	CBR	FRF	5	243	43	463700	69	47	445900	-17800	True	
91	Pattie	Owen	CBR	HOK	5	129	32.3333	238400	15	26	247000	8600	True	
92	Patuki-Case	Vena	CBR	FRF	0	0	0	198800	20	20	198800	0	True	
93	Roddy	Joe	CBR	2RF	0	0	0	198800	20	20	198800	0	True	
94	Sanders	Ethan	CBR	HFB	0	0	0	244700	25	45	244700	0	True	
95	Sasagi	Simi	CBR	2RF	5	111	24.6667	292100	45	25	275800	-16300	True	
96	Saulo	Pasami	CBR	2RF	0	0	0	316900	33	35	316900	0	True	
97	Savage	Xavier	CBR	CTW	4	239	41.6667	461500	36	72	490600	29100	True	
98	Smithies	Morgan	CBR	2RF	4	142	27.6667	390600	71	43	367500	-23100	True	
99	Starling	Tom	CBR	HOK	5	314	49.3333	485400	55	51	482500	-2900	True	
100	Stewart	Chevy	CBR	FLB	0	0	0	232600	24	26	232600	0	True	
101	Strange	Ethan	CBR	5/8	5	176	22.3333	357800	58	44	346200	-11600	True	
102	Taateo	Peter	CBR	FRF	0	0	0	198800	20	20	198800	0	True	
103	Tamale	Savelio	CBR	CTW	5	290	52.3333	396400	-10	58	451700	55300	True	
104	Tapine	Joseph	CBR	FRF	3	234	78	681300	27	71	717200	35900	True	
105	Timoko	Matthew	CBR	CTW	5	281	39.3333	494300	71	69	492400	-1900	True	
106	Waitere	Manaia	CBR	FLB	0	0	0	198800	20	20	198800	0	True	
107	Weekes	Kaeo	CBR	FLB	5	163	36.3333	415200	63	34	391700	-23500	True	
108	Young	Hudson	CBR	2RF	5	363	81	688600	60	73	699000	10400	True	
109	Averillo	Jake	DOL	CTW	5	230	46.6667	479700	41	48	485500	5800	True	
110	Bostock	Jack	DOL	CTW	3	116	38.6667	480500	87	44	445400	-35100	True	
111	Bromwich	Kenny	DOL	2RF	1	21	21	396900	60	30	396900	0	True	
112	Donoghoe	Kurt	DOL	HOK	5	147	29.3333	251500	12	29	264900	13400	True	
113	Farnworth	Herbie	DOL	CTW	5	332	69.6667	698800	91	70	681500	-17300	True	
114	Feagai	Max	DOL	CTW	0	0	0	353200	36	32	353200	0	True	
115	Finefeuiaki	Kulikefu	DOL	2RF	4	156	36	364600	36	45	371700	7100	True	
116	Flegler	Thomas	DOL	FRF	0	0	0	462000	47	62	462000	0	True	
117	Fuller	Trai	DOL	FLB	0	0	0	633600	65	45	633600	0	True	
118	Gilbert	Tom	DOL	2RF	4	212	49.3333	474500	45	48	476700	2200	True	
119	Graham	Harrison	DOL	HOK	0	0	0	232600	24	45	232600	0	True	
120	Isaako	Jamayne	DOL	CTW	5	313	59.3333	540900	19	52	568000	27100	True	
121	Jackson	Ryan	DOL	FRF	0	0	0	198800	20	20	198800	0	True	
122	Katoa	Isaiya	DOL	HFB	5	317	59.6667	529000	58	65	534700	5700	True	
123	Kaufusi	Felise	DOL	2RF	5	201	48.6667	404400	18	37	420200	15800	True	
124	Keeley	Oryn	DOL	2RF	2	41	20.5	274600	44	23	257800	-16800	True	
125	Kerr	Josh	DOL	FRF	3	102	34	371400	48	27	353900	-17500	True	
126	Lemuelu	Connelly	DOL	2RF	2	63	31.5	483500	86	45	450100	-33400	True	
127	Marshall-King	Jeremy	DOL	HOK	5	273	58	522200	29	56	544300	22100	True	
128	Naufahu	Tevita	DOL	CTW	0	0	0	198800	20	20	198800	0	True	
129	Nicholls	Mark	DOL	FRF	4	121	21.6667	359300	66	22	323700	-35600	True	
130	Nikorima	Kodi	DOL	5/8	4	178	56	489200	43	44	490200	1000	True	
131	O'Sullivan	Sean	DOL	HFB	1	44	44	240800	5	29	240800	0	True	
132	Plath	Max	DOL	2RF	5	334	67.3333	617800	43	60	631300	13500	True	
133	Rasmussen	Elijah	DOL	CTW	0	0	0	198800	20	20	198800	0	True	
134	Saifiti	Daniel	DOL	FRF	5	338	79.6667	570000	13	69	616000	46000	True	
135	Stone	Ray	DOL	2RF	5	153	28.3333	333400	48	36	323900	-9500	True	
136	Symonds	Lewis	DOL	2RF	0	0	0	198800	20	20	198800	0	True	
137	Tabuai-Fidow	Hamiso	DOL	FLB	5	247	45.6667	501700	40	50	510200	8500	True	
138	Tawha	Aublix	DOL	CTW	0	0	0	198800	20	20	198800	0	True	
139	Teague	Mason	DOL	2RF	0	0	0	232600	24	20	232600	0	True	
140	Tupou	Junior	DOL	CTW	2	62	31	381800	56	40	369100	-12700	True	
141	Walsh	James	DOL	2RF	0	0	0	198800	20	20	198800	0	True	
142	Waqa	Michael	DOL	FRF	0	0	0	198800	20	20	198800	0	True	
143	Alick-Wiencke	Jacob	GCT	2RF	0	0	0	295100	30	33	295100	0	True	
144	Brimson	Alexander	GCT	5/8	4	185	48.3333	497900	32	40	504100	6200	True	
145	Campbell	Jayden	GCT	5/8	4	278	77.3333	719400	107	79	696800	-22600	True	
146	Campbell-Gillard	Reagan	GCT	FRF	4	134	37.3333	428300	60	43	414400	-13900	True	
147	de Groot	Jaylan	GCT	CTW	2	51	25.5	232600	21	34	243500	10900	True	
148	Fa'asuamaleaui	Iszac	GCT	FRF	1	6	6	232600	42	19	232600	0	True	
149	Fa'asuamaleaui	Tino	GCT	2RF	4	314	68.3333	615600	46	75	639500	23900	True	
150	Fermor	Beau	GCT	2RF	4	226	52.6667	582000	101	65	552400	-29600	True	
151	Fifita	David	GCT	2RF	4	200	55.6667	650100	89	53	620600	-29500	True	
152	Fifita	Jojo	GCT	CTW	3	126	42	467400	73	74	468200	800	True	
153	Foran	Kieran	GCT	5/8	0	0	0	461500	47	36	461500	0	True	
154	Foran	Ryan	GCT	2RF	0	0	0	198800	20	20	198800	0	True	
155	Fotuaika	Moeaki	GCT	FRF	4	166	40.6667	440700	62	39	422100	-18600	True	
156	Francis	Tony	GCT	CTW	3	57	19	220600	25	20	216500	-4100	True	
157	Gordon	Carter	GCT	CTW	0	0	0	336000	35	34	336000	0	True	
158	Haas	Klese	GCT	2RF	4	171	44.3333	412000	34	48	423400	11400	True	
159	Harrison	Zane	GCT	HFB	0	0	0	198800	20	20	198800	0	True	
160	Hau	Arama	GCT	FRF	1	21	21	232600	27	22	232600	0	True	
161	Jolliffe	Jaimin	GCT	FRF	2	79	39.5	482700	70	38	456900	-25800	True	
162	Kelly	Brian	GCT	CTW	4	171	38.3333	509900	93	37	464200	-45700	True	
163	Khan-Pereira	Alofiana	GCT	CTW	1	71	71	508600	34	48	508600	0	True	
164	Kini	Keano	GCT	FLB	2	130	65	707900	88	75	697200	-10700	True	
165	Liyou	Ben	GCT	FRF	0	0	0	198800	20	20	198800	0	True	
166	Maumalo	Ken	GCT	CTW	0	0	0	214000	22	33	214000	0	True	
167	Pahulu	Josiah	GCT	FRF	0	0	0	254000	26	19	254000	0	True	
168	Randall	Chris	GCT	HOK	4	142	39	444200	54	49	440200	-4000	True	
169	Sami	Phillip	GCT	CTW	4	247	62.6667	587300	40	55	599600	12300	True	
170	Simpkins	Tukimihia	GCT	2RF	0	0	0	198800	20	20	198800	0	True	
171	Smith-Shields	Harley	GCT	CTW	0	0	0	250600	26	32	250600	0	True	
172	Stephenson	Sam	GCT	CTW	0	0	0	198800	20	20	198800	0	True	
173	Verrills	Sam	GCT	HOK	3	187	62.3333	463900	18	57	495700	31800	True	
174	Anderson	Grant	MEL	CTW	3	232	77.3333	522100	-22	63	591500	69400	True	
175	Asofa-Solomona	Nelson	MEL	FRF	1	7	7	363300	68	43	363300	0	True	
176	Blore	Shawn	MEL	2RF	4	187	43.3333	491400	60	52	484500	-6900	True	
177	Chan	Joe	MEL	2RF	0	0	0	267000	27	27	267000	0	True	
178	Coates	Xavier	MEL	CTW	4	176	33.3333	452200	78	60	437300	-14900	True	
179	Fa'alogo	Sua	MEL	CTW	0	0	0	527200	54	58	527200	0	True	
180	Garlick	Bronson	MEL	HOK	2	35	17.5	260400	45	32	249700	-10700	True	
181	Grant	Harry	MEL	HOK	4	210	49.6667	604900	63	66	607100	2200	True	
182	Howarth	Jack	MEL	CTW	4	238	47.3333	454700	37	47	462800	8100	True	
183	Huen	Stanley	MEL	5/8	0	0	0	198800	20	20	198800	0	True	
184	Hughes	Jahrome	MEL	HFB	3	215	71.6667	778200	96	115	793800	15600	True	
185	Kamikamica	Tui	MEL	FRF	4	135	33	341000	50	34	328000	-13000	True	
186	Katoa	Eliesa	MEL	2RF	4	334	83	750800	59	64	754600	3800	True	
187	King	Josh	MEL	FRF	4	196	42.3333	476600	73	49	457200	-19400	True	
188	Leo	Moses	MEL	CTW	1	16	16	214000	28	21	214000	0	True	
189	Loiero	Trent	MEL	2RF	4	207	55.3333	509100	28	49	526300	17200	True	
190	MacDonald	Alec	MEL	2RF	4	133	36.3333	338500	27	33	343100	4600	True	
191	Meaney	Nick	MEL	CTW	2	144	72	619000	47	80	646100	27100	True	
192	Munster	Cameron	MEL	5/8	4	310	70.3333	645700	49	89	678300	32600	True	
193	Papenhuyzen	Ryan	MEL	FLB	4	330	66.3333	667800	73	100	690000	22200	True	
194	Pezet	Jonah	MEL	5/8	0	0	0	276100	28	37	276100	0	True	
195	Utoikamanu	Stefano	MEL	FRF	4	204	56.6667	501000	20	44	520300	19300	True	
196	Vaalepu	Lazarus	MEL	FRF	1	29	29	232600	19	30	232600	0	True	
197	Warbrick	William	MEL	CTW	2	83	41.5	522500	78	56	504600	-17900	True	
198	*** Welch	Christian	MEL	FRF	0	0	0	400200	41	39	400200	0	False	
199	Wishart	Tyran	MEL	5/8	4	146	34.3333	476500	86	22	424500	-52000	True	
200	Aloiai	Josh	MNL	FRF	3	101	33.6667	334700	31	32	335400	700	True	
201	Arthur	Jakob	MNL	HFB	0	0	0	232600	24	40	232600	0	True	
202	Brooks	Luke	MNL	5/8	5	233	52.3333	469000	17	36	484800	15800	True	
203	Brown	Nathan	MNL	2RF	2	51	25.5	387600	68	24	351400	-36200	True	
204	Bullemor	Ethan	MNL	FRF	5	264	53.3333	461200	61	47	449700	-11500	True	
205	Chan Kum Tong	Gordon	MNL	HOK	0	0	0	232600	24	18	232600	0	True	
206	Chee-Kam	Michael	MNL	2RF	0	0	0	374400	38	35	374400	0	True	
207	Cherry-Evans	Daly	MNL	HFB	5	391	71	692200	105	80	671600	-20600	True	
208	Croker	Lachlan	MNL	HOK	0	0	0	334200	34	35	334200	0	True	
209	Faulalo	Clayton	MNL	CTW	3	106	35.3333	260500	-6	37	295300	34800	True	
210	Garrick	Reuben	MNL	CTW	5	411	90.3333	806400	134	80	762100	-44300	True	
211	Hopoate	Lehi	MNL	FLB	5	334	67.3333	602800	19	53	630700	27900	True	
212	James	Aitasi	MNL	2RF	0	0	0	232600	24	22	232600	0	True	
213	Koula	Tolutau	MNL	CTW	4	255	78.6667	523200	-37	73	612700	89500	True	
214	Matterson	Dean	MNL	2RF	0	0	0	214000	22	13	214000	0	True	
215	Navale	Caleb	MNL	2RF	0	0	0	236400	24	32	236400	0	True	
216	Olakau'atu	Haumole	MNL	2RF	5	375	77	685300	63	77	696500	11200	True	
217	Paseka	Taniela	MNL	FRF	3	144	48	446500	65	45	430500	-16000	True	
218	Patolo	Chris	MNL	FRF	0	0	0	232600	24	10	232600	0	True	
219	Saab	Jason	MNL	CTW	5	329	36	536500	81	63	521600	-14900	True	
220	Schoupp	Aaron	MNL	CTW	0	0	0	242100	25	32	242100	0	True	
221	Simpkin	Jake	MNL	HOK	5	194	42.6667	369300	45	39	364600	-4700	True	
222	Sipley	Toafofoa	MNL	FRF	3	128	42.6667	380100	62	42	363700	-16400	True	
223	Talau	Tommy	MNL	CTW	0	0	0	526300	54	57	526300	0	True	
224	Taukei'aho	Siua	MNL	2RF	4	155	43.3333	435700	54	40	424100	-11600	True	
225	Tevaga	Jazz	MNL	2RF	5	138	25	299500	33	29	296000	-3500	True	
226	Trbojevic	Ben	MNL	CTW	5	257	55	469400	29	43	481100	11700	True	
227	Trbojevic	Jake	MNL	2RF	5	202	39	430200	53	38	418300	-11900	True	
228	Trbojevic	Tom	MNL	FLB	3	196	65.3333	815100	168	72	736800	-78300	True	
229	Tuaimalo Vaega	Raymond	MNL	CTW	0	0	0	349500	36	54	349500	0	True	
230	Walsh	Joey	MNL	HFB	0	0	0	198800	20	20	198800	0	True	
231	Annan	Taj	NEW	CTW	0	0	0	214000	22	22	214000	0	True	
232	Arthur	Matt	NEW	HOK	0	0	0	232600	24	11	232600	0	True	
233	Best	Bradman	NEW	CTW	4	273	77.6667	656200	68	65	653600	-2600	True	
234	Brailey	Jayden	NEW	HOK	4	89	18.3333	322100	62	24	290900	-31200	True	
235	Bryan	Paul	NEW	FRF	0	0	0	198800	20	20	198800	0	True	
236	Cant	Thomas	NEW	2RF	2	150	75	274100	-66	54	371500	97400	True	
237	Cogger	Jack	NEW	HFB	4	98	23.6667	331300	60	21	299500	-31800	True	
238	Croker	Matt	NEW	2RF	4	182	49.6667	395300	20	44	415000	19700	True	
239	Crossland	Phoenix	NEW	HFB	4	154	34.3333	349600	44	39	345700	-3900	True	
240	De Courcey	Wilson	NEW	CTW	0	0	0	198800	20	20	198800	0	True	
241	Elliott	Adam	NEW	2RF	3	198	66	581500	51	76	601700	20200	True	
242	Frizell	Tyson	NEW	2RF	4	176	45	479200	44	56	489200	10000	True	
243	Gagai	Dane	NEW	CTW	4	227	59.6667	639700	91	61	615200	-24500	True	
244	Gamble	Tyson	NEW	5/8	0	0	0	418700	43	40	418700	0	True	
245	Hastings	Jackson	NEW	HFB	0	0	0	554300	57	54	554300	0	True	
246	Hetherington	Jack	NEW	2RF	4	89	20.6667	273400	44	22	255300	-18100	True	
247	Hopwood	Cody	NEW	FRF	0	0	0	198800	20	20	198800	0	True	
248	Jones	Brodie	NEW	2RF	2	49	24.5	324200	51	36	312100	-12100	True	
249	Jones	Riley	NEW	HOK	0	0	0	214000	22	19	214000	0	True	
250	Lucas	Dylan	NEW	2RF	2	172	86	616700	18	70	659000	42300	True	
251	Manuleleua	Francis	NEW	2RF	0	0	0	214000	22	22	214000	0	True	
252	Marzhew	Greg	NEW	CTW	4	247	54.6667	545300	88	61	523300	-22000	True	
253	McEwen	Jermaine	NEW	2RF	2	73	36.5	198800	-12	27	230400	31600	True	
254	Pearce-Paul	Kai	NEW	2RF	2	105	52.5	525300	57	56	524600	-700	True	
255	Ponga	Kalyn	NEW	FLB	4	291	69.6667	767500	156	104	724700	-42800	True	
256	*** Pryce	Will	NEW	5/8	0	0	0	310100	32	40	310100	0	False	
257	Saifiti	Jacob	NEW	FRF	4	107	22	380000	74	25	340000	-40000	True	
258	Schiller	James	NEW	CTW	4	183	44	506100	106	45	456500	-49600	True	
259	Sharpe	Fletcher	NEW	FLB	4	262	59.6667	634500	99	75	615400	-19100	True	
260	Su'a	Sebastian	NEW	FRF	0	0	0	232600	24	14	232600	0	True	
261	Thompson	Leo	NEW	FRF	3	158	52.6667	499300	60	63	501800	2500	True	
262	Thompson	Tyrone	NEW	2RF	0	0	0	198800	20	20	198800	0	True	
263	Votano	Connor	NEW	FLB	0	0	0	198800	20	20	198800	0	True	
264	Bateman	John	NQC	2RF	5	270	52	520300	47	52	524100	3800	True	
265	Bitungane	Emarly	NQC	2RF	0	0	0	198800	20	20	198800	0	True	
266	Burns	Braidon	NQC	CTW	2	85	42.5	559900	88	56	534200	-25700	True	
267	Chester	Tom	NQC	CTW	0	0	0	278800	29	36	278800	0	True	
268	Clifford	Jake	NQC	HFB	3	180	60	545900	38	55	559500	13600	True	
269	Cotter	Reuben	NQC	2RF	4	183	48	507300	50	39	498100	-9200	True	
270	Dearden	Thomas	NQC	5/8	5	219	57.6667	510500	5	55	550900	40400	True	
271	Derby	Robert	NQC	CTW	3	114	38	253200	-2	36	284100	30900	True	
272	Drinkwater	Scott	NQC	FLB	5	339	67.3333	690500	63	73	698800	8300	True	
273	Duffy	Tom	NQC	HFB	2	49	24.5	198800	12	22	206700	7900	True	
274	Edwards	Harrison	NQC	2RF	3	122	40.6667	337100	25	34	344500	7400	True	
275	Herdegen	Zac	NQC	HFB	0	0	0	198800	20	20	198800	0	True	
276	Hess	Coen	NQC	2RF	5	141	20.6667	281000	50	20	256800	-24200	True	
277	Kira	Mason	NQC	2RF	0	0	0	198800	20	20	198800	0	True	
278	Lahrs	Kaiden	NQC	FRF	0	0	0	198800	20	20	198800	0	True	
279	Lawton	Karl	NQC	2RF	2	36	18	330600	66	38	307900	-22700	True	
280	Laybutt	Zac	NQC	CTW	0	0	0	389600	40	53	389600	0	True	
281	Luki	Heilum	NQC	2RF	0	0	0	505600	52	54	505600	0	True	
282	McIntyre	Sam	NQC	2RF	5	221	43.6667	407500	42	55	418400	10900	True	
283	McLean	Jordan	NQC	FRF	5	167	34	346800	44	31	336300	-10500	True	
284	Mikaele	Thomas	NQC	FRF	0	0	0	276500	28	26	276500	0	True	
285	Nanai	Jeremiah	NQC	2RF	4	149	43.3333	514200	50	42	507300	-6900	True	
286	Neame	Griffin	NQC	FRF	5	184	42	396400	53	33	380000	-16400	True	
287	O'Donnell	Kai	NQC	2RF	4	130	30	319700	40	33	314400	-5300	True	
288	Paulo	Jaxson	NQC	CTW	0	0	0	335300	34	36	335300	0	True	
289	Purdue	Jaxon	NQC	CTW	5	270	68.6667	428800	-7	54	478300	49500	True	
290	Robson	Reece	NQC	HOK	5	196	42.3333	471500	50	37	460700	-10800	True	
291	Shibasaki	Jamal	NQC	FRF	0	0	0	232600	24	20	232600	0	True	
292	Sullivan	Wil	NQC	FRF	0	0	0	198800	20	20	198800	0	True	
293	Taulagi	Murray	NQC	CTW	5	286	77.3333	605500	28	55	627800	22300	True	
294	Taumalolo	Jason	NQC	FRF	3	131	43.6667	375900	36	35	375200	-700	True	
295	Vailea	Viliami	NQC	CTW	5	205	34	351700	21	44	370100	18400	True	
296	Valemei	Semi	NQC	CTW	0	0	0	386400	40	41	386400	0	True	
297	Afoa	Bunty	NZL	2RF	1	35	35	242600	15	34	242600	0	True	
298	Ale	Tom	NZL	FRF	0	0	0	245400	25	22	245400	0	True	
299	Barnett	Mitchell	NZL	2RF	4	202	49	579400	76	43	552900	-26500	True	
300	Berry	Rocco	NZL	CTW	0	0	0	438900	45	45	438900	0	True	
301	Boyd	Tanah	NZL	5/8	0	0	0	329600	34	40	329600	0	True	
302	Capewell	Kurt	NZL	2RF	4	184	44.3333	469700	50	44	465100	-4600	True	
303	Capper	Kahu	NZL	CTW	0	0	0	198800	20	20	198800	0	True	
304	Clark	Erin	NZL	2RF	4	219	57.3333	452100	19	47	474700	22600	True	
305	Cleary	Jett	NZL	HFB	0	0	0	198800	20	20	198800	0	True	
306	Egan	Wayde	NZL	HOK	4	299	83.6667	608300	46	68	625800	17500	True	
307	Fisher-Harris	James	NZL	FRF	4	256	65	578400	58	58	578200	-200	True	
308	Ford	Jackson	NZL	2RF	4	202	50.6667	521600	54	56	523500	1900	True	
309	Going	Kalani	NZL	2RF	0	0	0	198800	20	20	198800	0	True	
310	Halasima	Leka	NZL	2RF	4	137	38	273800	-10	32	307700	33900	True	
311	*** Harris	Tohu	NZL	2RF	0	0	0	555200	57	37	555200	0	False	
312	Harris-Tavita	Chanel	NZL	5/8	4	234	61	439900	27	40	450900	11000	True	
313	Healey	Sam	NZL	HOK	0	0	0	198800	20	20	198800	0	True	
314	Kosi	Edward	NZL	CTW	1	39	39	324200	28	26	324200	0	True	
315	Laban	Jacob	NZL	2RF	0	0	0	232600	24	26	232600	0	True	
316	Leiataua	Ali	NZL	CTW	4	247	71.3333	584500	41	61	600700	16200	True	
317	Lussick	Freddy	NZL	HOK	0	0	0	272000	28	34	272000	0	True	
318	Maiu'u	Zyon	BUL	2RF	0	0	0	232600	24	0	232600	0	True	
319	Martin	Te Maire	NZL	5/8	0	0	0	663200	68	68	663200	0	True	
320	Metcalf	Luke	NZL	5/8	4	206	64.6667	497700	76	59	483500	-14200	True	
321	Nicoll-Klokstad	Charnze	NZL	FLB	4	224	64.6667	639300	41	64	658000	18700	True	
322	Niukore	Marata	NZL	2RF	4	139	38.3333	376200	32	36	379500	3300	True	
323	Pasikala	Motu	NZL	FLB	0	0	0	198800	20	20	198800	0	True	
