player_id	last_name	first_name	team	position	total_games	total_score	average_score	price	breakeven	projected_score	projected_price	projected_price_change	active	
324	Pompey	Adam	NZL	CTW	3	128	42.6667	385100	48	40	379000	-6100	True	
325	Stowers-Smith	Tanner	NZL	FRF	0	0	0	198800	21	20	198800	0	True	
326	Tuaupiki	Taine	NZL	CTW	3	148	49.3333	463000	27	58	488200	25200	True	
327	Tuivasa-Sheck	Roger	NZL	CTW	3	173	57.6667	553100	73	63	544900	-8200	True	
328	Vaimauga	Demitric	NZL	2RF	3	54	18	217400	30	22	210900	-6500	True	
329	Walker	Dylan	NZL	2RF	3	92	30.6667	436400	81	38	401900	-34500	True	
330	Watene-Zelezniak	Dallin	NZL	CTW	0	0	0	537100	56	62	537100	0	True	
331	Addo-Carr	Josh	PAR	CTW	1	48	48	542600	67	47	542600	0	True	
332	Brown	Dylan	PAR	5/8	3	168	56	622600	100	65	594400	-28200	True	
333	Cartwright	Bryce	PAR	2RF	0	0	0	560900	59	48	560900	0	True	
334	Doorey	Matthew	PAR	2RF	3	84	28	241700	11	30	257400	15700	True	
335	Dunster	Haze	PAR	CTW	0	0	0	214000	22	23	214000	0	True	
336	Greig	Wiremu	PAR	FRF	0	0	0	232600	24	17	232600	0	True	
337	Guymer	Charlie	PAR	2RF	1	25	25	232600	24	37	232600	0	True	
338	Hands	Brendan	PAR	HOK	2	23	11.5	349300	86	35	307700	-41600	True	
339	Hawkins	Dean	PAR	HFB	1	28	28	332800	42	32	332800	0	True	
340	Hopgood	J'maine	PAR	2RF	3	168	56	626900	86	54	600800	-26100	True	
341	Iongi	Isaiah	PAR	FLB	3	151	50.3333	296000	11	46	324700	28700	True	
342	Lane	Shaun	PAR	2RF	2	68	34	508200	91	43	469200	-39000	True	
343	Lomax	Zac	PAR	CTW	3	215	71.6667	751700	67	75	758000	6300	True	
344	Lussick	Joey	PAR	HOK	1	26	26	344700	47	26	344700	0	True	
345	Mataele	Toni	PAR	2RF	0	0	0	198800	21	20	198800	0	True	
346	Matterson	Ryan	PAR	2RF	0	0	0	509600	53	60	509600	0	True	
347	Moretti	Luca	PAR	2RF	0	0	0	337300	35	38	337300	0	True	
348	Moses	Mitchell	PAR	HFB	0	0	0	628900	66	62	628900	0	True	
349	Ofahengaue	Joe	PAR	2RF	3	86	28.6667	396000	58	36	378200	-17800	True	
350	Papalii	Joash	PAR	FLB	0	0	0	198800	21	20	198800	0	True	
351	Paulo	Junior	PAR	FRF	3	130	43.3333	472900	50	43	467200	-5700	True	
352	Penisini	Richard	PAR	CTW	0	0	0	198800	21	20	198800	0	True	
353	Penisini	Will	PAR	CTW	3	212	70.6667	601000	55	66	609900	8900	True	
354	Pryke	Saxon	PAR	2RF	0	0	0	198800	21	20	198800	0	True	
355	Russell	Sean	PAR	CTW	2	69	34.5	371500	47	32	359100	-12400	True	
356	Samrani	Jordan	PAR	CTW	2	93	46.5	198800	-31	31	249000	50200	True	
357	Simonsson	Bailey	PAR	CTW	0	0	0	447400	47	47	447400	0	True	
358	Tago	Jake	PAR	CTW	1	29	29	281900	30	30	281900	0	True	
359	Tuilagi	Kelma	PAR	2RF	1	27	27	433800	65	41	433800	0	True	
360	Tuivaiti	Sam	PAR	FRF	3	56	18.6667	198800	28	19	197800	-1000	True	
361	Williams	Jack	PAR	2RF	3	157	52.3333	467300	32	61	490600	23300	True	
362	Alamoti	Paul	PTH	CTW	3	251	83.6667	640700	14	59	676800	36100	True	
363	Cleary	Nathan	PTH	HFB	3	150	50	727200	146	57	655300	-71900	True	
364	Cole	Jack	PTH	5/8	3	132	44	442300	48	34	430600	-11700	True	
365	Edwards	Dylan	PTH	FLB	2	125	62.5	839000	138	83	794700	-44300	True	
366	Eisenhuth	Matthew	PTH	2RF	2	53	26.5	302200	42	25	288800	-13400	True	
367	Fale	David	PTH	CTW	0	0	0	198800	21	20	198800	0	True	
368	Garner	Luke	PTH	2RF	3	109	36.3333	499000	121	60	449300	-49700	True	
369	Geyer	Mavrik	PTH	2RF	0	0	0	237600	25	32	237600	0	True	
370	Hassett	Harrison	PTH	2RF	0	0	0	198800	21	20	198800	0	True	
371	Henry	Liam	PTH	FRF	2	82	41	448000	58	44	436500	-11500	True	
372	Kenny	Mitchell	PTH	HOK	3	98	32.6667	426000	76	37	394100	-31900	True	
373	Kepaoa	Asu	PTH	2RF	0	0	0	370000	39	42	370000	0	True	
374	Laurie	Daine	PTH	FLB	2	110	55	514600	51	74	533200	18600	True	
375	Leota	Moses	PTH	FRF	3	114	38	377600	47	36	368600	-9000	True	
376	Luke	Soni	PTH	HOK	0	0	0	303500	32	44	303500	0	True	
377	Martin	Liam	PTH	2RF	3	131	43.6667	431900	62	55	426100	-5800	True	
378	McLean	Casey	PTH	CTW	3	142	47.3333	445700	1	49	484200	38500	True	
379	McLean	Jesse	PTH	CTW	0	0	0	234900	25	38	234900	0	True	
380	Papali'i	Isaiah	PTH	2RF	2	71	35.5	585500	112	45	531000	-54500	True	
381	Patea	Luron	PTH	FRF	1	19	19	232600	30	25	232600	0	True	
382	Price	Riley	PTH	2RF	0	0	0	214000	22	22	214000	0	True	
383	Riki	Preston	PTH	2RF	0	0	0	232600	24	25	232600	0	True	
384	Sagaga	John	PTH	FRF	0	0	0	198800	21	20	198800	0	True	
385	Schneider	Brad	PTH	HFB	0	0	0	532700	56	61	532700	0	True	
386	Scott	Billy	PTH	HOK	0	0	0	198800	21	20	198800	0	True	
387	Smith	Lindsay	PTH	FRF	3	197	65.6667	550900	48	55	556300	5400	True	
388	Sommerton	Luke	PTH	HOK	0	0	0	294700	31	43	294700	0	True	
389	Sorensen	Scott	PTH	2RF	3	131	43.6667	468500	56	42	457500	-11000	True	
390	Tago	Izack	PTH	CTW	3	123	41	473900	82	35	435500	-38400	True	
391	Talagi	Blaize	PTH	CTW	1	63	63	562600	56	66	562600	0	True	
392	To'o	Brian	PTH	CTW	2	140	70	688000	75	52	669100	-18900	True	
393	Toelau	Trent	PTH	5/8	0	0	0	232600	24	11	232600	0	True	
394	Yeo	Isaah	PTH	2RF	3	187	62.3333	694200	120	65	649400	-44800	True	
395	Atkinson	Daniel	SHA	5/8	3	53	17.6667	354900	72	28	319100	-35800	True	
396	Berrell	Jayden	SHA	HOK	0	0	0	232600	24	14	232600	0	True	
397	Brailey	Blayke	SHA	HOK	3	163	54.3333	519700	62	54	513500	-6200	True	
398	Burns	Billy	SHA	2RF	0	0	0	337100	35	22	337100	0	True	
399	Colquhoun	Jesse	SHA	2RF	0	0	0	232600	24	15	232600	0	True	
400	Coutts	Dylan	SHA	2RF	0	0	0	198800	21	20	198800	0	True	
401	Dykes	Kade	SHA	FLB	0	0	0	198800	21	28	198800	0	True	
402	Fonua-Blake	Addin	SHA	FRF	3	199	66.3333	688600	108	75	661400	-27200	True	
403	Gabrael	Michael	SHA	CTW	0	0	0	198800	21	20	198800	0	True	
404	Hamlin-Uele	Braden	SHA	FRF	3	79	26.3333	291200	45	39	286200	-5000	True	
405	Hau Tapuha	Tuku	SHA	FRF	2	51	25.5	235900	23	22	235300	-600	True	
406	Hazelton	Thomas	SHA	FRF	1	36	36	516600	73	51	516600	0	True	
407	Hiroti	Mawene	SHA	CTW	0	0	0	288800	30	45	288800	0	True	
408	Hynes	Nicholas	SHA	HFB	3	251	83.6667	752400	34	82	791000	38600	True	
409	Iro	Kayal	SHA	CTW	3	261	87	689800	20	78	737000	47200	True	
410	Ison	Liam	SHA	FLB	0	0	0	293700	31	42	293700	0	True	
411	Katoa	Sione	SHA	CTW	0	0	0	559800	58	56	559800	0	True	
412	Kaufusi	Oregon	SHA	FRF	3	106	35.3333	397900	42	38	395000	-2900	True	
413	Kennedy	William	SHA	FLB	3	192	64	507900	16	58	542000	34100	True	
414	McInnes	Cameron	SHA	2RF	3	164	54.6667	570000	75	65	561500	-8500	True	
415	Mulitalo	Ronaldo	SHA	CTW	3	214	71.3333	669200	23	82	716700	47500	True	
416	Nikora	Briton	SHA	2RF	3	185	61.6667	659000	87	66	641800	-17200	True	
417	Pollard	Riley	SHA	HFB	0	0	0	198800	21	20	198800	0	True	
418	Puru	Hohepa	SHA	2RF	0	0	0	214000	22	24	214000	0	True	
419	Puru	Niwhai	SHA	5/8	0	0	0	198800	21	20	198800	0	True	
420	Ramien	Jesse	SHA	CTW	3	186	62	625400	103	56	587500	-37900	True	
421	Rudolf	Toby	SHA	FRF	0	0	0	429100	45	41	429100	0	True	
422	Stonestreet	Sam	SHA	CTW	3	170	56.6667	517700	32	60	540400	22700	True	
423	Talakai	Siosifa	SHA	2RF	3	84	28	403800	73	39	375900	-27900	True	
424	Trindall	Braydon	SHA	HFB	3	206	68.6667	580400	33	43	588800	8400	True	
425	Vea'ila	Chris	SHA	CTW	0	0	0	198800	21	20	198800	0	True	
426	Wilton	Teig	SHA	2RF	3	180	60	557600	48	68	573500	15900	True	
427	Ackers	Corey	STG	2RF	0	0	0	198800	21	20	198800	0	True	
428	Allan	Corey	STG	CTW	0	0	0	232600	24	32	232600	0	True	
429	Cook	Damien	STG	HOK	2	83	41.5	662300	124	48	600400	-61900	True	
430	Couchman	Ryan	STG	2RF	1	0	0	265800	56	18	265800	0	True	
431	Couchman	Toby	STG	2RF	2	130	65	483200	21	55	510600	27400	True	
432	de Belin	Jack	STG	2RF	2	93	46.5	551000	79	56	532000	-19000	True	
433	Egan	Dylan	STG	2RF	0	0	0	198800	21	20	198800	0	True	
434	Faitala-Mariner	Raymond	STG	2RF	2	40	20	416500	90	31	368400	-48100	True	
435	Feagai	Mathew	STG	CTW	1	17	17	414400	71	30	414400	0	True	
436	Fifita	Viliami	STG	2RF	0	0	0	232600	24	15	232600	0	True	
437	Finau	Sione	STG	CTW	0	0	0	279000	29	35	279000	0	True	
438	Flanagan	Kyle	STG	5/8	2	107	53.5	403800	19	56	433500	29700	True	
439	Gutherson	Clint	STG	FLB	2	259	129.5	675400	-48	86	783900	108500	True	
440	Halangahu	Jacob	STG	2RF	0	0	0	198800	21	20	198800	0	True	
441	Holmes	Valentine	STG	CTW	2	110	55	784500	135	80	739500	-45000	True	
442	Ilias	Lachlan	STG	HFB	2	69	34.5	348500	40	34	343600	-4900	True	
443	Lawrie	Blake	STG	FRF	1	28	28	369500	50	33	369500	0	True	
444	Leilua	Luciano	STG	2RF	2	81	40.5	545500	90	37	502700	-42800	True	
445	Liddle	Jacob	STG	HOK	2	89	44.5	640700	111	58	597200	-43500	True	
446	Molo	Francis	STG	FRF	0	0	0	386900	40	35	386900	0	True	
447	Molo	Michael	STG	FRF	0	0	0	291700	30	33	291700	0	True	
448	Pasifiki Tonga	Loko	STG	FRF	0	0	0	198800	21	20	198800	0	True	
449	Ramsey	Cody	STG	CTW	0	0	0	214000	22	42	214000	0	True	
450	Ravalawa	Mikaele	STH	CTW	1	29	29	433200	63	43	433200	0	True	
451	Sele	Hame	STG	FRF	0	0	0	352400	37	38	352400	0	True	
452	Sloan	Tyrell	STG	FLB	1	99	99	542700	16	91	542700	0	True	
453	Stewart	Hamish	STG	FRF	2	88	44	198800	-26	30	244100	45300	True	
454	Su'A	Jaydn	STG	2RF	2	118	59	656300	87	76	647100	-9200	True	
455	Suli	Moses	STG	CTW	2	71	35.5	470900	76	47	447000	-23900	True	
456	Tuipulotu	Christian	STG	CTW	2	227	113.5	552300	-54	82	662800	110500	True	
457	Aitken	Euan	STH	2RF	0	0	0	587300	61	52	587300	0	True	
458	Arrow	Jai	STH	2RF	3	131	43.6667	477500	80	46	449500	-28000	True	
459	Burns	Gerome	STH	5/8	0	0	0	198800	21	20	198800	0	True	
460	Dodd	Lewis	STH	HFB	0	0	0	336000	35	34	336000	0	True	
461	Duncan	Tallis	STH	2RF	3	114	38	405900	62	40	388100	-17800	True	
462	Fletcher	Thomas	STH	2RF	0	0	0	198800	21	20	198800	0	True	
463	Graham	Campbell	STH	CTW	3	124	41.3333	477900	70	41	454700	-23200	True	
464	Gray	Jye	STH	FLB	3	182	60.6667	551600	68	45	533300	-18300	True	
465	Havili	Siliva	STH	HOK	3	81	27	303800	44	22	285900	-17900	True	
466	Host	Jacob	STH	2RF	0	0	0	351700	37	26	351700	0	True	
467	Hubner	Lachlan	STH	2RF	2	97	48.5	232600	-24	34	279800	47200	True	
468	Humphreys	Jamie	STH	HFB	3	201	67	390900	-24	69	466100	75200	True	
469	Johnston	Alex	STH	CTW	0	0	0	433700	45	73	433700	0	True	
470	Keppie	Sean	STH	FRF	3	159	53	393300	1	48	431400	38100	True	
471	Koloamatangi	Keaon	STH	2RF	3	147	49	581200	100	51	541500	-39700	True	
472	Le Blanc	Liam	STH	FRF	1	34	34	232600	15	26	232600	0	True	
473	Lovett	Ben	STH	2RF	0	0	0	214000	22	22	214000	0	True	
474	Mamouzelos	Peter	STH	HOK	3	181	60.3333	372800	-27	53	438000	65200	True	
475	McCarthy	Max	STH	2RF	0	0	0	198800	21	20	198800	0	True	
476	Mellars	Haizyn	STH	CTW	0	0	0	198800	21	20	198800	0	True	
477	Mitchell	Latrell	STH	FLB	0	0	0	866800	90	120	866800	0	True	
478	Mitchell	Shaquai	STH	FRF	0	0	0	270200	28	29	270200	0	True	
479	Moale	Davvy	STH	FRF	3	94	31.3333	367200	45	38	361600	-5600	True	
480	Munro	Tyrone	STH	CTW	1	64	64	397500	19	62	397500	0	True	
481	Murray	Cameron	STH	2RF	0	0	0	610400	64	63	610400	0	True	
482	Myers	Fletcher	STH	CTW	1	19	19	322600	49	33	322600	0	True	
483	Schuster	Josh	STH	2RF	0	0	0	265100	28	28	265100	0	True	
484	Tass	Isaiah	STH	CTW	3	113	37.6667	336300	48	38	328000	-8300	True	
485	Tatola	Tevita	STH	FRF	3	80	26.6667	321300	43	31	312000	-9300	True	
486	Taua	Nazareth	STH	2RF	0	0	0	198800	21	20	198800	0	True	
487	Walker	Cody	STH	5/8	3	115	38.3333	511000	73	47	490000	-21000	True	
488	Wighton	Jack	STH	5/8	2	80	40	486700	72	35	456400	-30300	True	
489	Butcher	Egan	SYD	2RF	0	0	0	310800	32	27	310800	0	True	
490	Butcher	Nat	SYD	2RF	0	0	0	553100	58	61	553100	0	True	
491	Collins	Lindsay	SYD	FRF	1	30	30	422900	59	43	422900	0	True	
492	Crichton	Angus	SYD	2RF	3	185	61.6667	716100	94	81	705500	-10600	True	
493	Elliott	Jake	SYD	HFB	0	0	0	198800	21	20	198800	0	True	
494	Leniu	Spencer	SYD	FRF	1	54	54	393700	29	35	393700	0	True	
495	Moriarty	Tyler	SYD	HOK	0	0	0	198800	21	20	198800	0	True	
496	Nawaqanitawase	Mark	SYD	CTW	3	189	63	480600	18	60	514400	33800	True	
497	Pauga	Junior	SYD	CTW	0	0	0	604500	63	65	604500	0	True	
498	Radley	Victor	SYD	2RF	2	62	31	542100	108	33	481600	-60500	True	
499	Roberts	Ethan	SYD	FRF	0	0	0	198800	21	20	198800	0	True	
500	Rodwell	Toby	SYD	HFB	0	0	0	198800	21	20	198800	0	True	
501	Smith	Billy	SYD	CTW	0	0	0	317200	33	34	317200	0	True	
502	Smith	Brandon	SYD	HOK	0	0	0	400900	42	55	400900	0	True	
503	Smith	Sandon	SYD	HFB	3	146	48.6667	295700	-3	46	335800	40100	True	
504	Steep	Blake	SYD	2RF	3	110	36.6667	262800	5	34	286100	23300	True	
505	Tedesco	James	SYD	FLB	3	220	73.3333	865000	94	110	878300	13300	True	
506	Toia	Robert	SYD	CTW	3	159	53	277300	18	43	297700	20400	True	
507	Townsend	Chad	SYD	HFB	3	121	40.3333	412900	44	50	417600	4700	True	
508	Tupou	Daniel	SYD	CTW	3	212	70.6667	674800	24	81	720900	46100	True	
509	Va'a	De La Salle	SYD	FRF	0	0	0	232600	24	25	232600	0	True	
510	Va'a	Xavier	SYD	FRF	0	0	0	198800	21	20	198800	0	True	
511	Walker	Sam	SYD	HFB	0	0	0	640000	67	54	640000	0	True	
512	Watson	Connor	SYD	2RF	3	188	62.6667	587500	51	61	595800	8300	True	
513	Whyte	Naufahu	SYD	2RF	3	186	62	424900	-10	52	475200	50300	True	
514	Wong	Siua	SYD	2RF	3	156	52	363900	-10	36	401300	37400	True	
515	Young	Dominic	SYD	CTW	3	152	50.6667	646500	113	68	609700	-36800	True	
516	Bird	Jack	WST	CTW	3	91	30.3333	357100	55	31	337800	-19300	True	
517	Bula	Jahream	WST	FLB	2	152	76	571000	27	59	597200	26200	True	
518	Craig	Will	WST	CTW	0	0	0	198800	21	20	198800	0	True	
519	Da Silva	Tallyn	WST	HOK	3	94	31.3333	341400	38	33	337500	-3900	True	
520	Doueihi	Adam	WST	5/8	3	158	52.6667	450300	24	46	468200	17900	True	
521	Fa'agutu	Chris	WST	FRF	0	0	0	198800	21	20	198800	0	True	
522	Faataape	Solomona	WST	CTW	1	24	24	355300	51	29	355300	0	True	
523	Fainu	Latu	WST	5/8	0	0	0	248000	26	43	248000	0	True	
524	Fainu	Samuela	WST	2RF	3	140	46.6667	499700	59	48	490500	-9200	True	
525	Feledy	Josh	WST	CTW	0	0	0	267200	28	37	267200	0	True	
526	Galvin	Lachlan	WST	5/8	3	202	67.3333	629600	46	59	640100	10500	True	
527	Hunt	Royce	WST	FRF	3	68	22.6667	240900	28	19	233300	-7600	True	
528	Klemmer	David	STG	FRF	0	0	0	366600	38	38	366600	0	True	
529	Koroisau	Apisai	WST	HOK	2	128	64	612300	64	65	613500	1200	True	
530	Laulilii	Kit	WST	2RF	0	0	0	232600	24	23	232600	0	True	
531	Laulilii	Luke	WST	FLB	0	0	0	297600	31	38	297600	0	True	
532	Lobb	Alexander	WST	CTW	0	0	0	232600	24	16	232600	0	True	
533	Luai	Jarome	WST	5/8	3	93	31	509800	121	45	448500	-61300	True	
534	Makasini	Heamasi	WST	CTW	0	0	0	198800	21	20	198800	0	True	
535	Mason	Heath	WST	FLB	1	30	30	276900	29	43	276900	0	True	
536	Matamua	Justin	WST	2RF	0	0	0	278100	29	31	278100	0	True	
537	May	Terrell	WST	FRF	3	238	79.3333	638900	40	69	662500	23600	True	
538	Miller	Jordan	WST	FRF	0	0	0	232600	24	18	232600	0	True	
539	Naden	Brent	WST	CTW	0	0	0	338300	35	29	338300	0	True	
540	Olam	Justin	WST	CTW	0	0	0	430000	45	44	430000	0	True	
541	Pole	Fonua	WST	2RF	3	129	43	433000	34	41	439100	6100	True	
542	Porter	Reuben	WST	2RF	0	0	0	443000	46	54	443000	0	True	
543	Rahme	Jaxson	WST	2RF	0	0	0	198800	21	20	198800	0	True	
544	Saukuru	Solomone	WST	CTW	0	0	0	198800	21	20	198800	0	True	
545	Seyfarth	Alex	WST	2RF	3	158	52.6667	453000	20	59	484800	31800	True	
546	Skelton	Jeral	WST	CTW	3	166	55.3333	507100	55	59	510600	3500	True	
547	Staines	Charlie	WST	CTW	0	0	0	407100	42	40	407100	0	True	
548	Sukkar	Tony	WST	2RF	0	0	0	232600	24	18	232600	0	True	
549	Sullivan	Jayden	STH	5/8	3	33	11	385600	95	27	330700	-54900	True	
550	To'a	Starford	WST	CTW	2	107	53.5	288400	-17	32	328000	39600	True	
551	Tumeth	Brandon	WST	2RF	0	0	0	214000	22	20	214000	0	True	
552	Turuva	Sunia	WST	CTW	3	225	75	613200	-4	65	669300	56100	True	
553	Twal	Alex	WST	FRF	3	169	56.3333	459800	37	45	466300	6500	True	
554	Eisenhuth	Tom	STG	2RF	0	0	0	516000	54	53	516000	0	True	
555	Lawson	Nathan	STG	CTW	0	0	0	198800	21	20	198800	0	True	
556	Ieremia	Dean	MEL	CTW	0	0	0	219900	23	22	219900	0	True	
557	Murdoch-Masila	Ben	STG	2RF	0	0	0	225900	24	23	225900	0	True	
558	Waddell	Corey	MNL	2RF	3	44	14.6667	319600	66	22	283900	-35700	True	
559	Dias	Austin	PTH	FRF	0	0	0	198800	21	20	198800	0	True	
560	Stuart	Jed	CBR	CTW	0	0	0	198800	21	20	198800	0	True	
561	Ieremia-Toeava	Eddie	NZL	2RF	0	0	0	198800	21	20	198800	0	True	
562	*** Healey	Samuel	NZL	HOK	0	0	0	198800	21	20	198800	0	False	
563	Shibasaki	Gehamat	BRO	CTW	3	177	59	317100	5	48	351800	34700	True	
564	Fainu	Sione	WST	FRF	3	44	14.6667	306500	61	21	274200	-32300	True	
565	Dockar-Clay	Zach	SYD	HOK	3	123	41	273400	-3	36	305400	32000	True	
566	Makatoa	Makahesi	SYD	2RF	2	40	20	239800	35	23	230000	-9800	True	
567	King	Ethan	SYD	CTW	0	0	0	232600	24	24	232600	0	True	
568	Savala	Hugo	SYD	HFB	2	26	13	198800	36	17	197800	-1000	True	
569	Foketi	Salesi	SYD	2RF	2	51	25.5	198800	11	22	207600	8800	True	
570	Losalu	Taylor	SYD	FRF	2	36	18	198800	26	19	197800	-1000	True	
571	Hope	Tristan	WST	HOK	1	21	21	198800	21	20	198800	0	True	
572	Aoake	Logan	NEW	CTW	0	0	0	198800	21	0	198800	0	True	
573	Ataata	Salesi	STH	FRF	0	0	0	198800	21	20	198800	0	True	
574	King-Togia	Lyhkan	STG	5/8	0	0	0	198800	21	20	198800	0	True	
575	Smith	Luke	BUL	2RF	0	0	0	198800	21	20	198800	0	True	
576	Rinakama	Jethro	BUL	CTW	0	0	0	198800	21	20	198800	0	True	
577	Bradley	Kane	MEL	2RF	0	0	0	232600	24	24	232600	0	True	
578	Volkman	Ronald	PAR	HFB	2	57	28.5	214000	10	25	226200	12200	True	
579	Smith	Ryley	PAR	HOK	3	78	26	211600	4	24	227700	16100	True	
580	Jenkins	Thomas	PTH	CTW	1	91	91	215000	-46	36	215000	0	True	
581	McCathie	Max	SYD	2RF	0	0	0	198800	21	20	198800	0	True	
582	Bentley-Hape	Bayleigh	STH	FLB	1	18	18	198800	24	20	198800	0	True	
583	Penitani	Talanoa	STH	CTW	0	0	0	198800	21	20	198800	0	True	
584	Keir	Dan	PAR	2RF	0	0	0	217000	23	22	217000	0	True	
585	Gray	Brock	GCT	2RF	2	29	14.5	198800	33	18	197800	-1000	True	
586	Weaver	Tom	GCT	HFB	0	0	0	268000	28	27	268000	0	True	
587	Williamson	Coby	MEL	CTW	0	0	0	198800	21	20	198800	0	True	
588	McCarthy	Kyle	NEW	CTW	0	0	0	246700	26	0	246700	0	True	
