player_id	last_name	first_name	team	position	total_games	total_score	average_score	price	breakeven	projected_score	projected_price	projected_price_change	active	
34	Willison	Xavier	BRO	FRF	4	134	32	387100	56	34	369600	-17500	True	
35	Alatini	Sosaia	BUL	2RF	0	0	0	198800	20	20	198800	0	True	
36	Amone	Tom	BUL	FRF	0	0	0	232600	24	24	232600	0	True	
37	Burton	Matt	BUL	5/8	2	105	52.5	648700	95	53	614300	-34400	True	
38	Crichton	Stephen	BUL	CTW	4	177	52.3333	485400	43	46	488000	2600	True	
39	Curran	Joshua	BUL	2RF	3	174	58	551100	74	53	533900	-17200	True	
40	Hayes	Harry	BUL	CTW	4	183	45.6667	401200	25	44	416800	15600	True	
41	Hayward	Bailey	BUL	2RF	4	157	47.3333	342000	-22	47	398600	56600	True	
42	Hopoi	Lipoi	BUL	2RF	0	0	0	232600	24	20	232600	0	True	
43	Hughes	Samuel	BUL	FRF	0	0	0	355700	37	43	355700	0	True	
44	Hutchison	Drew	BUL	HFB	0	0	0	412600	42	40	412600	0	True	
45	Kautoga	Kitione	PAR	2RF	3	111	37	264500	-2	27	288400	23900	True	
46	Kikau	Viliame	BUL	2RF	2	174	87	523300	-12	59	581400	58100	True	
47	King	Max	BUL	FRF	4	230	58.6667	562500	59	55	559600	-2900	True	
48	Kiraz	Jacob	BUL	CTW	0	0	0	702800	72	62	702800	0	True	
49	Mahoney	Reed	BUL	HOK	4	171	50.3333	519300	87	51	489700	-29600	True	
50	Mann	Kurt	BUL	2RF	4	183	47	428500	48	45	425800	-2700	True	
51	Montoya	Marcelo	BUL	CTW	4	203	48.6667	451700	69	49	435100	-16600	True	
52	Morrin	Kurtis	BUL	2RF	1	18	18	299900	44	31	299900	0	True	
53	O'Neill	Joseph	BUL	HFB	0	0	0	198800	20	20	198800	0	True	
54	Oloapu	Karl	BUL	5/8	0	0	0	232600	24	34	232600	0	True	
55	Preston	Jacob	BUL	2RF	4	284	78.3333	630000	25	67	663800	33800	True	
56	Salmon	Jaeman	BUL	2RF	4	174	47.6667	429300	56	43	419100	-10200	True	
57	Seve	Fanafou	BUL	FRF	0	0	0	198800	20	20	198800	0	True	
58	Sexton	Toby	BUL	HFB	4	157	38.3333	437600	74	28	400100	-37500	True	
59	Spinks	Logan	BUL	2RF	0	0	0	198800	20	20	198800	0	True	
60	Sua	Jonathan	BUL	CTW	0	0	0	232600	24	24	232600	0	True	
61	Suluka-Fifita	Daniel	BUL	FRF	3	81	27	240100	10	33	258700	18600	True	
62	Sutton	Ryan	BUL	FRF	0	0	0	232600	24	29	232600	0	True	
63	Taaffe	Blake	BUL	FLB	0	0	0	386700	40	21	386700	0	True	
64	Todd	Jack	BUL	2RF	1	20	20	198800	21	20	198800	0	True	
65	Tracey	Connor	BUL	CTW	4	268	59.3333	598100	70	69	597600	-500	True	
66	Tuala	Enari	BUL	CTW	0	0	0	366100	38	32	366100	0	True	
67	Tupouniua	Sitili	BUL	2RF	4	200	32.3333	418200	63	38	397800	-20400	True	
68	Turpin	Jake	BUL	HOK	0	0	0	232600	24	18	232600	0	True	
69	Wilson	Blake	BUL	CTW	4	181	43	449000	51	29	431400	-17600	True	
70	Woods	Mitchell	BUL	HFB	0	0	0	198800	20	20	198800	0	True	
71	Xerri	Bronson	BUL	CTW	4	254	72	562300	-3	65	618000	55700	True	
72	Young	Patrick	BUL	2RF	0	0	0	198800	20	20	198800	0	True	
73	Asomua	Michael	CBR	CTW	0	0	0	198800	20	20	198800	0	True	
74	Clydsdale	Jake	CBR	FRF	0	0	0	198800	20	20	198800	0	True	
75	Fogarty	Jamal	CBR	HFB	4	240	63	560000	49	65	573100	13100	True	
76	Guler	Emre	STG	FRF	3	138	46	360800	26	43	374300	13500	True	
77	Harawira-Naera	Corey	CBR	2RF	0	0	0	232600	24	39	232600	0	True	
78	Hopoate	Albert	CBR	CTW	1	25	25	454600	69	56	454600	0	True	
79	Horsburgh	Corey	CBR	2RF	4	268	69	490400	28	70	524200	33800	True	
80	Hosking	Zac	CBR	2RF	2	121	60.5	513900	38	32	509300	-4600	True	
81	Kris	Sebastian	CBR	CTW	4	223	45.6667	457300	65	44	440100	-17200	True	
82	Levi	Danny	CBR	HOK	0	0	0	322100	33	20	322100	0	True	
83	Mariota	Ata	CBR	FRF	4	136	36.6667	349000	22	35	359800	10800	True	
84	Martin	Jordan	CBR	2RF	0	0	0	232600	24	17	232600	0	True	
85	Martin	Myles	CBR	FRF	0	0	0	198800	20	20	198800	0	True	
86	Martin	Noah	CBR	2RF	0	0	0	198800	20	20	198800	0	True	
87	Mooney	Trey	CBR	2RF	2	115	57.5	317500	-17	29	354900	37400	True	
88	Nicholson	Matty	CBR	2RF	3	192	64	407900	32	55	426700	18800	True	
89	Packer	Shaun	CBR	HOK	0	0	0	198800	20	20	198800	0	True	
90	Papalii	Josh	CBR	FRF	4	208	53.3333	478700	54	48	474000	-4700	True	
91	Pattie	Owen	CBR	HOK	4	93	24	212800	5	23	227700	14900	True	
92	Patuki-Case	Vena	CBR	FRF	0	0	0	198800	20	20	198800	0	True	
93	Roddy	Joe	CBR	2RF	0	0	0	198800	20	20	198800	0	True	
94	Sanders	Ethan	CBR	HFB	0	0	0	244700	25	45	244700	0	True	
95	Sasagi	Simi	CBR	2RF	4	87	24.3333	309500	46	25	292800	-16700	True	
96	Saulo	Pasami	CBR	2RF	0	0	0	316900	33	31	316900	0	True	
97	Savage	Xavier	CBR	CTW	3	196	65.3333	480200	66	58	473500	-6700	True	
98	Smithies	Morgan	CBR	2RF	3	102	34	431200	90	39	389600	-41600	True	
99	Starling	Tom	CBR	HOK	4	263	66.6667	487200	53	78	507300	20100	True	
100	Stewart	Chevy	CBR	FLB	0	0	0	232600	24	28	232600	0	True	
101	Strange	Ethan	CBR	5/8	4	161	24	404800	73	36	374700	-30100	True	
102	Taateo	Peter	CBR	FRF	0	0	0	198800	20	20	198800	0	True	
103	Tamale	Savelio	CBR	CTW	4	236	54.3333	358500	8	54	396200	37700	True	
104	Tapine	Joseph	CBR	FRF	2	143	71.5	655100	59	61	656500	1400	True	
105	Timoko	Matthew	CBR	CTW	4	231	49.3333	531600	96	68	508700	-22900	True	
106	Waitere	Manaia	CBR	FLB	0	0	0	198800	20	20	198800	0	True	
107	Weekes	Kaeo	CBR	FLB	4	131	32.6667	435800	58	34	416600	-19200	True	
108	Young	Hudson	CBR	2RF	4	253	59	655000	69	66	652400	-2600	True	
109	Averillo	Jake	DOL	CTW	4	191	49.3333	488300	50	37	477900	-10400	True	
110	Bostock	Jack	DOL	CTW	2	97	48.5	515400	62	50	505600	-9800	True	
111	Bromwich	Kenny	DOL	2RF	1	21	21	396900	61	39	396900	0	True	
112	Donoghoe	Kurt	DOL	HOK	4	112	24.6667	240000	21	20	239200	-800	True	
113	Farnworth	Herbie	DOL	CTW	4	277	70.6667	705700	64	63	705000	-700	True	
114	Feagai	Max	DOL	CTW	0	0	0	353200	36	28	353200	0	True	
115	Finefeuiaki	Kulikefu	DOL	2RF	3	115	38.3333	369300	47	29	354600	-14700	True	
116	Flegler	Thomas	DOL	FRF	0	0	0	462000	48	63	462000	0	True	
117	Fuller	Trai	DOL	FLB	0	0	0	633600	65	63	633600	0	True	
118	Gilbert	Tom	DOL	2RF	4	212	49.3333	474500	45	58	484700	10200	True	
119	Graham	Harrison	DOL	HOK	0	0	0	232600	24	39	232600	0	True	
120	Isaako	Jamayne	DOL	CTW	4	199	34.3333	528500	99	58	495000	-33500	True	
121	Jackson	Ryan	DOL	FRF	0	0	0	198800	20	20	198800	0	True	
122	Katoa	Isaiya	DOL	HFB	4	254	67.3333	511600	42	60	526300	14700	True	
123	Kaufusi	Felise	DOL	2RF	4	150	38.6667	381200	23	43	397800	16600	True	
124	Keeley	Oryn	DOL	2RF	2	41	20.5	274600	44	27	260900	-13700	True	
125	Kerr	Josh	DOL	FRF	2	67	33.5	384900	52	31	367900	-17000	True	
126	Lemuelu	Connelly	DOL	2RF	1	16	16	483500	84	35	483500	0	True	
127	Marshall-King	Jeremy	DOL	HOK	4	195	46	508000	61	51	500000	-8000	True	
128	Naufahu	Tevita	DOL	CTW	0	0	0	198800	20	20	198800	0	True	
129	Nicholls	Mark	DOL	FRF	3	103	34.3333	409100	79	35	373000	-36100	True	
130	Nikorima	Kodi	DOL	5/8	3	118	39.3333	470500	37	48	479200	8700	True	
131	O'Sullivan	Sean	DOL	HFB	1	44	44	240800	5	33	240800	0	True	
132	Plath	Max	DOL	2RF	4	263	60	605100	56	56	605300	200	True	
133	Rasmussen	Elijah	DOL	CTW	0	0	0	198800	20	20	198800	0	True	
134	Saifiti	Daniel	DOL	FRF	4	240	63.3333	501100	14	63	541200	40100	True	
135	Stone	Ray	DOL	2RF	4	130	34.3333	352700	47	37	344700	-8000	True	
136	Symonds	Lewis	DOL	2RF	0	0	0	198800	20	20	198800	0	True	
137	Tabuai-Fidow	Hamiso	DOL	FLB	4	173	31	520800	98	72	499800	-21000	True	
138	Tawha	Aublix	DOL	CTW	0	0	0	198800	20	20	198800	0	True	
139	Teague	Mason	DOL	2RF	0	0	0	232600	24	18	232600	0	True	
140	Tupou	Junior	DOL	CTW	2	62	31	381800	56	31	361500	-20300	True	
141	Walsh	James	DOL	2RF	0	0	0	198800	20	20	198800	0	True	
142	Waqa	Michael	DOL	FRF	0	0	0	198800	20	20	198800	0	True	
143	Alick-Wiencke	Jacob	GCT	2RF	0	0	0	295100	30	48	295100	0	True	
144	Brimson	Alexander	GCT	5/8	3	127	42.3333	507100	70	53	493600	-13500	True	
145	Campbell	Jayden	GCT	5/8	3	226	75.3333	708200	39	93	752500	44300	True	
146	Campbell-Gillard	Reagan	GCT	FRF	3	97	32.3333	450000	64	40	430500	-19500	True	
147	de Groot	Jaylan	GCT	CTW	1	21	21	232600	27	33	232600	0	True	
148	Fa'asuamaleaui	Iszac	GCT	FRF	1	6	6	232600	42	18	232600	0	True	
149	Fa'asuamaleaui	Tino	GCT	2RF	3	247	82.3333	598900	47	65	613700	14800	True	
150	Fermor	Beau	GCT	2RF	3	198	66	605200	57	56	604500	-700	True	
151	Fifita	David	GCT	2RF	3	154	51.3333	686400	91	50	653100	-33300	True	
152	Fifita	Jojo	GCT	CTW	3	126	42	467400	73	35	436200	-31200	True	
153	Foran	Kieran	GCT	5/8	0	0	0	461500	47	43	461500	0	True	
154	Foran	Ryan	GCT	2RF	0	0	0	198800	20	20	198800	0	True	
155	Fotuaika	Moeaki	GCT	FRF	3	133	44.3333	455700	52	44	449500	-6200	True	
156	Francis	Tony	GCT	CTW	2	43	21.5	232600	29	22	227100	-5500	True	
157	Gordon	Carter	GCT	CTW	0	0	0	336000	35	34	336000	0	True	
158	Haas	Klese	GCT	2RF	3	126	42	405500	37	45	411800	6300	True	
159	Harrison	Zane	GCT	HFB	0	0	0	198800	20	20	198800	0	True	
160	Hau	Arama	GCT	FRF	0	0	0	232600	24	22	232600	0	True	
161	Jolliffe	Jaimin	GCT	FRF	1	32	32	482700	68	59	482700	0	True	
162	Kelly	Brian	GCT	CTW	3	142	47.3333	555700	86	53	529200	-26500	True	
163	Khan-Pereira	Alofiana	GCT	CTW	1	71	71	508600	34	42	508600	0	True	
164	Kini	Keano	GCT	FLB	2	130	65	707900	89	73	695200	-12700	True	
165	Liyou	Ben	GCT	FRF	0	0	0	198800	20	20	198800	0	True	
166	Maumalo	Ken	GCT	CTW	0	0	0	214000	22	33	214000	0	True	
167	Pahulu	Josiah	GCT	FRF	0	0	0	254000	26	19	254000	0	True	
168	Randall	Chris	GCT	HOK	3	103	34.3333	465800	66	55	457000	-8800	True	
169	Sami	Phillip	GCT	CTW	3	174	58	579700	64	83	595200	15500	True	
170	Simpkins	Tukimihia	GCT	2RF	0	0	0	198800	20	20	198800	0	True	
171	Smith-Shields	Harley	GCT	CTW	0	0	0	250600	26	34	250600	0	True	
172	Stephenson	Sam	GCT	CTW	0	0	0	198800	20	20	198800	0	True	
173	Verrills	Sam	GCT	HOK	3	187	62.3333	463900	18	52	491400	27500	True	
174	Anderson	Grant	MEL	CTW	2	99	49.5	444700	38	23	432200	-12500	True	
175	Asofa-Solomona	Nelson	MEL	FRF	1	7	7	363300	68	39	363300	0	True	
176	Blore	Shawn	MEL	2RF	3	141	47	514800	75	36	483100	-31700	True	
177	Chan	Joe	MEL	2RF	0	0	0	267000	27	23	267000	0	True	
178	Coates	Xavier	MEL	CTW	3	151	50.3333	495000	78	34	459400	-35600	True	
179	Fa'alogo	Sua	MEL	CTW	0	0	0	527200	54	56	527200	0	True	
180	Garlick	Bronson	MEL	HOK	1	9	9	260400	44	32	260400	0	True	
181	Grant	Harry	MEL	HOK	3	157	52.3333	645600	103	50	602200	-43400	True	
182	Howarth	Jack	MEL	CTW	3	164	54.6667	452600	72	49	434100	-18500	True	
183	Huen	Stanley	MEL	5/8	0	0	0	198800	20	20	198800	0	True	
184	Hughes	Jahrome	MEL	HFB	2	122	61	805200	127	90	775400	-29800	True	
185	Kamikamica	Tui	MEL	FRF	3	112	37.3333	347700	31	30	346600	-1100	True	
186	Katoa	Eliesa	MEL	2RF	3	239	79.6667	731600	72	71	730900	-700	True	
187	King	Josh	MEL	FRF	3	163	54.3333	498200	60	43	484500	-13700	True	
188	Leo	Moses	MEL	CTW	0	0	0	214000	22	22	214000	0	True	
189	Loiero	Trent	MEL	2RF	3	142	47.3333	499200	53	49	495900	-3300	True	
190	MacDonald	Alec	MEL	2RF	3	96	32	333500	31	30	332700	-800	True	
191	Meaney	Nick	MEL	CTW	2	144	72	619000	47	78	644100	25100	True	
192	Munster	Cameron	MEL	5/8	3	217	72.3333	632600	77	59	617700	-14900	True	
193	Papenhuyzen	Ryan	MEL	FLB	3	262	87.3333	675100	77	75	673200	-1900	True	
194	Pezet	Jonah	MEL	5/8	0	0	0	276100	28	28	276100	0	True	
195	Utoikamanu	Stefano	MEL	FRF	3	108	36	484000	75	30	447000	-37000	True	
196	Vaalepu	Lazarus	MEL	FRF	1	29	29	232600	19	32	232600	0	True	
197	Warbrick	William	MEL	CTW	2	83	41.5	522500	78	67	513300	-9200	True	
198	*** Welch	Christian	MEL	FRF	0	0	0	400200	41	44	400200	0	False	
199	Wishart	Tyran	MEL	5/8	3	132	44	524200	73	47	503200	-21000	True	
200	Aloiai	Josh	MNL	FRF	3	101	33.6667	334700	31	37	339300	4600	True	
201	Arthur	Jakob	MNL	HFB	0	0	0	232600	24	35	232600	0	True	
202	Brooks	Luke	MNL	5/8	4	156	39.3333	455400	61	39	437800	-17600	True	
203	Brown	Nathan	MNL	2RF	1	37	37	387600	43	31	387600	0	True	
204	Bullemor	Ethan	MNL	FRF	4	226	53.6667	441700	14	40	462600	20900	True	
205	Chan Kum Tong	Gordon	MNL	HOK	0	0	0	232600	24	20	232600	0	True	
206	Chee-Kam	Michael	MNL	2RF	0	0	0	374400	39	39	374400	0	True	
207	Cherry-Evans	Daly	MNL	HFB	4	326	65.3333	692500	66	96	717100	24600	True	
208	Croker	Lachlan	MNL	HOK	0	0	0	334200	34	32	334200	0	True	
209	Faulalo	Clayton	MNL	CTW	2	36	18	232600	36	28	226300	-6300	True	
210	Garrick	Reuben	MNL	CTW	4	358	90.6667	781900	23	81	828800	46900	True	
211	Hopoate	Lehi	MNL	FLB	4	256	63.3333	585100	57	68	594400	9300	True	
212	James	Aitasi	MNL	2RF	0	0	0	232600	24	20	232600	0	True	
213	Koula	Tolutau	MNL	CTW	3	124	41.3333	441900	31	67	470800	28900	True	
214	Matterson	Dean	MNL	2RF	0	0	0	214000	22	17	214000	0	True	
215	Navale	Caleb	MNL	2RF	0	0	0	236400	24	32	236400	0	True	
216	Olakau'atu	Haumole	MNL	2RF	4	289	63	663700	60	67	669500	5800	True	
217	Paseka	Taniela	MNL	FRF	3	144	48	446500	65	46	431200	-15300	True	
218	Patolo	Chris	MNL	FRF	0	0	0	232600	24	10	232600	0	True	
219	Saab	Jason	MNL	CTW	4	297	63.3333	598800	109	68	565600	-33200	True	
220	Schoupp	Aaron	MNL	CTW	0	0	0	242100	25	35	242100	0	True	
221	Simpkin	Jake	MNL	HOK	4	164	41	353800	11	29	368300	14500	True	
222	Sipley	Toafofoa	MNL	FRF	2	104	52	368200	10	39	392100	23900	True	
223	Talau	Tommy	MNL	CTW	0	0	0	526300	54	58	526300	0	True	
224	Taukei'aho	Siua	MNL	2RF	3	124	41.3333	440300	37	43	445300	5000	True	
225	Tevaga	Jazz	MNL	2RF	4	108	26.3333	318300	53	27	297000	-21300	True	
226	Trbojevic	Ben	MNL	CTW	4	203	52	447200	27	60	474000	26800	True	
227	Trbojevic	Jake	MNL	2RF	4	164	37.6667	447200	59	43	434100	-13100	True	
228	Trbojevic	Tom	MNL	FLB	3	196	65.3333	815100	169	64	729900	-85200	True	
229	Tuaimalo Vaega	Raymond	MNL	CTW	0	0	0	349500	36	40	349500	0	True	
230	Walsh	Joey	MNL	HFB	0	0	0	198800	20	20	198800	0	True	
231	Annan	Taj	NEW	CTW	0	0	0	214000	22	22	214000	0	True	
232	Arthur	Matt	NEW	HOK	0	0	0	232600	24	11	232600	0	True	
233	Best	Bradman	NEW	CTW	3	248	82.6667	622700	-16	99	716200	93500	True	
234	Brailey	Jayden	NEW	HOK	3	75	25	370200	73	34	338200	-32000	True	
235	Bryan	Paul	NEW	FRF	0	0	0	198800	20	20	198800	0	True	
236	Cant	Thomas	NEW	2RF	1	88	88	274100	-31	50	274100	0	True	
237	Cogger	Jack	NEW	HFB	3	81	27	365200	59	31	342600	-22600	True	
238	Croker	Matt	NEW	2RF	3	129	43	365700	17	38	382900	17200	True	
239	Crossland	Phoenix	NEW	HFB	3	123	41	354800	38	51	365700	10900	True	
240	De Courcey	Wilson	NEW	CTW	0	0	0	198800	20	20	198800	0	True	
241	Elliott	Adam	NEW	2RF	2	131	65.5	561100	42	60	575500	14400	True	
242	Frizell	Tyson	NEW	2RF	3	122	40.6667	493000	71	42	469200	-23800	True	
243	Gagai	Dane	NEW	CTW	3	174	58	659400	78	57	642600	-16800	True	
244	Gamble	Tyson	NEW	5/8	0	0	0	418700	43	45	418700	0	True	
245	Hastings	Jackson	NEW	HFB	0	0	0	554300	57	58	554300	0	True	
246	Hetherington	Jack	NEW	2RF	3	74	24.6667	297600	45	35	289600	-8000	True	
247	Hopwood	Cody	NEW	FRF	0	0	0	198800	20	20	198800	0	True	
248	Jones	Brodie	NEW	2RF	2	49	24.5	324200	51	39	314300	-9900	True	
249	Jones	Riley	NEW	HOK	0	0	0	214000	22	19	214000	0	True	
250	Lucas	Dylan	NEW	2RF	2	172	86	616700	18	81	667700	51000	True	
251	Manuleleua	Francis	NEW	2RF	0	0	0	214000	22	22	214000	0	True	
252	Marzhew	Greg	NEW	CTW	3	205	68.3333	549600	48	59	558900	9300	True	
253	McEwen	Jermaine	NEW	2RF	1	31	31	198800	10	22	198800	0	True	
254	Pearce-Paul	Kai	NEW	2RF	2	105	52.5	525300	57	57	525100	-200	True	
255	Ponga	Kalyn	NEW	FLB	3	256	85.3333	797400	72	94	815200	17800	True	
256	Pryce	Will	NEW	5/8	0	0	0	310100	32	36	310100	0	True	
257	Saifiti	Jacob	NEW	FRF	3	107	35.6667	435500	68	39	411500	-24000	True	
258	Schiller	James	NEW	CTW	3	182	60.6667	532100	33	53	548200	16100	True	
259	Sharpe	Fletcher	NEW	FLB	3	219	73	652500	65	64	651300	-1200	True	
260	Su'a	Sebastian	NEW	FRF	0	0	0	232600	24	14	232600	0	True	
261	Thompson	Leo	NEW	FRF	2	99	49.5	494800	54	51	492600	-2200	True	
262	Thompson	Tyrone	NEW	2RF	0	0	0	198800	20	20	198800	0	True	
263	Votano	Connor	NEW	FLB	0	0	0	198800	20	20	198800	0	True	
264	Bateman	John	NQC	2RF	4	232	56.3333	525000	44	65	542000	17000	True	
265	Bitungane	Emarly	NQC	2RF	0	0	0	198800	20	20	198800	0	True	
266	Burns	Braidon	NQC	CTW	2	85	42.5	559900	88	47	526600	-33300	True	
267	Chester	Tom	NQC	CTW	0	0	0	278800	29	23	278800	0	True	
268	Clifford	Jake	NQC	HFB	2	149	74.5	533000	16	44	556200	23200	True	
269	Cotter	Reuben	NQC	2RF	4	183	48	507300	51	49	506000	-1300	True	
270	Dearden	Thomas	NQC	5/8	4	164	48.6667	493400	34	44	501300	7900	True	
271	Derby	Robert	NQC	CTW	2	82	41	214000	-16	34	254600	40600	True	
272	Drinkwater	Scott	NQC	FLB	4	265	64.3333	702100	89	59	677900	-24200	True	
273	Duffy	Tom	NQC	HFB	2	49	24.5	198800	12	22	206600	7800	True	
274	Edwards	Harrison	NQC	2RF	2	87	43.5	317400	11	43	343500	26100	True	
275	Herdegen	Zac	NQC	HFB	0	0	0	198800	20	20	198800	0	True	
276	Hess	Coen	NQC	2RF	4	113	25.3333	307700	61	26	279200	-28500	True	
277	Kira	Mason	NQC	2RF	0	0	0	198800	20	20	198800	0	True	
278	Lahrs	Kaiden	NQC	FRF	0	0	0	198800	20	20	198800	0	True	
279	Lawton	Karl	NQC	2RF	2	36	18	330600	66	23	295600	-35000	True	
280	Laybutt	Zac	NQC	CTW	0	0	0	389600	40	49	389600	0	True	
281	Luki	Heilum	NQC	2RF	0	0	0	505600	52	46	505600	0	True	
282	McIntyre	Sam	NQC	2RF	4	172	39.6667	401600	42	50	408200	6600	True	
283	McLean	Jordan	NQC	FRF	4	130	32.6667	352100	44	34	344200	-7900	True	
284	Mikaele	Thomas	NQC	FRF	0	0	0	276500	28	25	276500	0	True	
285	Nanai	Jeremiah	NQC	2RF	3	100	33.3333	545200	87	47	512400	-32800	True	
286	Neame	Griffin	NQC	FRF	4	151	40	392200	28	43	404400	12200	True	
287	O'Donnell	Kai	NQC	2RF	3	95	31.6667	328900	47	32	317000	-11900	True	
288	Paulo	Jaxson	NQC	CTW	0	0	0	335300	35	28	335300	0	True	
289	Purdue	Jaxon	NQC	CTW	4	182	51.3333	348500	-10	56	402600	54100	True	
290	Robson	Reece	NQC	HOK	4	150	41	491300	71	43	468700	-22600	True	
291	Shibasaki	Jamal	NQC	FRF	0	0	0	232600	24	20	232600	0	True	
292	Sullivan	Wil	NQC	FRF	0	0	0	198800	20	20	198800	0	True	
293	Taulagi	Murray	NQC	CTW	4	196	57.6667	556000	30	50	572500	16500	True	
294	Taumalolo	Jason	NQC	FRF	2	91	45.5	359400	20	44	379000	19600	True	
295	Vailea	Viliami	NQC	CTW	4	144	24	358600	70	32	327900	-30700	True	
296	Valemei	Semi	NQC	CTW	0	0	0	386400	40	36	386400	0	True	
297	Afoa	Bunty	NZL	2RF	1	35	35	242600	15	0	242600	0	True	
298	Ale	Tom	NZL	FRF	0	0	0	245400	25	0	245400	0	True	
299	Barnett	Mitchell	NZL	2RF	4	202	49	579400	76	0	579400	0	True	
300	Berry	Rocco	NZL	CTW	0	0	0	438900	45	0	438900	0	True	
301	Boyd	Tanah	NZL	5/8	0	0	0	329600	34	0	329600	0	True	
302	Capewell	Kurt	NZL	2RF	4	184	44.3333	469700	50	0	469700	0	True	
303	Capper	Kahu	NZL	CTW	0	0	0	198800	20	0	198800	0	True	
304	Clark	Erin	NZL	2RF	4	219	57.3333	452100	20	0	452100	0	True	
305	Cleary	Jett	NZL	HFB	0	0	0	198800	20	0	198800	0	True	
306	Egan	Wayde	NZL	HOK	4	299	83.6667	608300	47	0	608300	0	True	
307	Fisher-Harris	James	NZL	FRF	4	256	65	578400	59	0	578400	0	True	
308	Ford	Jackson	NZL	2RF	4	202	50.6667	521600	54	0	521600	0	True	
309	Going	Kalani	NZL	2RF	0	0	0	198800	20	0	198800	0	True	
310	Halasima	Leka	NZL	2RF	4	137	38	273800	-9	0	273800	0	True	
311	*** Harris	Tohu	NZL	2RF	0	0	0	555200	57	0	555200	0	False	
312	Harris-Tavita	Chanel	NZL	5/8	4	234	61	439900	27	0	439900	0	True	
313	Healey	Sam	NZL	HOK	0	0	0	198800	20	0	198800	0	True	
314	Kosi	Edward	NZL	CTW	1	39	39	324200	28	0	324200	0	True	
315	Laban	Jacob	NZL	2RF	0	0	0	232600	24	0	232600	0	True	
316	Leiataua	Ali	NZL	CTW	4	247	71.3333	584500	41	0	584500	0	True	
317	Lussick	Freddy	NZL	HOK	0	0	0	272000	28	0	272000	0	True	
318	Maiu'u	Zyon	BUL	2RF	0	0	0	232600	24	20	232600	0	True	
319	Martin	Te Maire	NZL	5/8	0	0	0	663200	68	0	663200	0	True	
320	Metcalf	Luke	NZL	5/8	4	206	64.6667	497700	77	0	497700	0	True	
321	Nicoll-Klokstad	Charnze	NZL	FLB	4	224	64.6667	639300	41	0	639300	0	True	
322	Niukore	Marata	NZL	2RF	4	139	38.3333	376200	32	0	376200	0	True	
323	Pasikala	Motu	NZL	FLB	0	0	0	198800	20	0	198800	0	True	
324	Pompey	Adam	NZL	CTW	4	186	43.6667	395000	39	0	395000	0	True	
