player_id	last_name	first_name	previous_games	previous_average	previous_total	active	team	breakeven	price	position	
232	Arthur	Matt	3	10.67	32	True	NEW	24	232600	HOK	
233	Best	Bradman	17	57.71	981	True	NEW	-13	622700	CTW	
234	Brailey	Jayden	22	42.36	932	True	NEW	75	370200	HOK	
235	Bryan	Paul	0	0	0	True	NEW	21	198800	FRF	
236	Cant	Thomas	3	40	120	True	NEW	-30	274100	2RF	
237	Cogger	Jack	16	41	656	True	NEW	60	365200	HFB	
238	Croker	Matt	15	35.73	536	True	NEW	18	365700	2RF	
239	Crossland	Phoenix	23	34.91	803	True	NEW	39	354800	HFB	
240	De Courcey	Wilson	0	0	0	True	NEW	21	198800	CTW	
241	Elliott	Adam	22	57.32	1261	True	NEW	45	561100	2RF	
242	Frizell	Tyson	18	53.94	971	True	NEW	73	493000	2RF	
243	Gagai	Dane	21	70.95	1490	True	NEW	80	659400	CTW	
244	Gamble	Tyson	13	42.77	556	True	NEW	44	418700	5/8	
245	Hastings	Jackson	16	56.63	906	True	NEW	58	554300	HFB	
246	Hetherington	Jack	19	32.53	618	True	NEW	46	297600	2RF	
247	Hopwood	Cody	0	0	0	True	NEW	21	198800	FRF	
248	Jones	Brodie	17	33.12	563	True	NEW	52	324200	2RF	
249	Jones	Riley	0	0	0	True	NEW	22	214000	HOK	
250	Lucas	Dylan	20	63	1260	True	NEW	21	616700	2RF	
251	Manuleleua	Francis	0	0	0	True	NEW	22	214000	2RF	
252	Marzhew	Greg	21	52.48	1102	True	NEW	50	549600	CTW	
253	McEwen	Jermaine	0	0	0	True	NEW	11	198800	2RF	
254	Pearce-Paul	Kai	21	53.67	1127	True	NEW	59	525300	2RF	
255	Ponga	Kalyn	15	80.73	1211	True	NEW	76	797400	FLB	
256	Pryce	Will	5	39.6	198	True	NEW	32	310100	5/8	
257	Saifiti	Jacob	16	47.75	764	True	NEW	70	435500	FRF	
258	Schiller	James	5	65.8	329	True	NEW	36	532100	CTW	
259	Sharpe	Fletcher	11	65	715	True	NEW	68	652500	FLB	
260	Su'a	Sebastian	1	0	0	True	NEW	24	232600	FRF	
261	Thompson	Leo	22	50.55	1112	True	NEW	56	494800	FRF	
262	Thompson	Tyrone	0	0	0	True	NEW	21	198800	2RF	
263	Votano	Connor	0	0	0	True	NEW	21	198800	FLB	
264	Bateman	John	12	53.42	641	True	NQC	68	517500	2RF	
265	Bitungane	Emarly	0	0	0	True	NQC	21	198800	2RF	
266	Burns	Braidon	4	71.5	286	True	NQC	90	559900	CTW	
267	Chester	Tom	5	35.6	178	True	NQC	29	278800	CTW	
268	Clifford	Jake	6	60.5	363	True	NQC	63	533000	HFB	
269	Cotter	Reuben	21	57.24	1202	True	NQC	75	521000	2RF	
270	Dearden	Thomas	22	61.05	1343	True	NQC	108	500300	5/8	
271	Derby	Robert	0	0	0	True	NQC	11	214000	CTW	
272	Drinkwater	Scott	24	78.67	1888	True	NQC	111	728000	FLB	
273	Duffy	Tom	0	0	0	True	NQC	13	198800	HFB	
274	Edwards	Harrison	14	32.43	454	True	NQC	12	317400	2RF	
275	Herdegen	Zac	0	0	0	True	NQC	21	198800	HFB	
276	Hess	Coen	0	0	0	True	NQC	36	328400	2RF	
277	Kira	Mason	0	0	0	True	NQC	21	198800	2RF	
278	Lahrs	Kaiden	0	0	0	True	NQC	21	198800	FRF	
279	Lawton	Karl	22	33.77	743	True	NQC	67	330600	2RF	
280	Laybutt	Zac	4	49.75	199	True	NQC	41	389600	CTW	
281	Luki	Heilum	17	51.65	878	True	NQC	53	505600	2RF	
282	McIntyre	Sam	24	40.5	972	True	NQC	43	407000	2RF	
283	McLean	Jordan	20	38.25	765	True	NQC	42	363700	FRF	
284	Mikaele	Thomas	12	28.25	339	True	NQC	29	276500	FRF	
285	Nanai	Jeremiah	21	63.29	1329	True	NQC	153	619500	2RF	
286	Neame	Griffin	24	41.08	986	True	NQC	39	393400	FRF	
287	O'Donnell	Kai	0	0	0	True	NQC	34	336000	2RF	
288	Paulo	Jaxson	8	34.25	274	True	NQC	35	335300	CTW	
289	Purdue	Jaxon	8	26.25	210	True	NQC	-10	298000	CTW	
290	Robson	Reece	21	60.33	1267	True	NQC	90	522500	HOK	
291	Shibasaki	Jamal	1	15	15	True	NQC	24	232600	FRF	
292	Sullivan	Wil	0	0	0	True	NQC	21	198800	FRF	
293	Taulagi	Murray	16	61.81	989	True	NQC	70	554500	CTW	
294	Taumalolo	Jason	21	36.71	771	True	NQC	24	359400	FRF	
295	Vailea	Viliami	16	41.75	668	True	NQC	79	400700	CTW	
296	Valemei	Semi	4	39.5	158	True	NQC	40	386400	CTW	
297	Afoa	Bunty	9	24.78	223	True	NZL	25	242600	2RF	
298	Ale	Tom	15	25.07	376	True	NZL	26	245400	FRF	
299	Barnett	Mitchell	23	67.52	1553	True	NZL	98	614100	2RF	
300	Berry	Rocco	12	44.83	538	True	NZL	46	438900	CTW	
301	Boyd	Tanah	9	33.67	303	True	NZL	34	329600	5/8	
302	Capewell	Kurt	18	50.11	902	True	NZL	58	482800	2RF	
303	Capper	Kahu	0	0	0	True	NZL	21	198800	CTW	
304	Clark	Erin	24	39.96	959	True	NZL	23	416800	2RF	
305	Cleary	Jett	0	0	0	True	NZL	21	198800	HFB	
306	Egan	Wayde	20	50.2	1004	True	NZL	4	539500	HOK	
307	Fisher-Harris	James	20	56.1	1122	True	NZL	50	560600	FRF	
308	Ford	Jackson	19	56	1064	True	NZL	65	531500	2RF	
309	Going	Kalani	0	0	0	True	NZL	21	198800	2RF	
310	Halasima	Leka	4	22.5	90	True	NZL	15	241700	2RF	
311	*** Harris	Tohu	14	56.71	794	False	NZL	58	555200	2RF	
312	Harris-Tavita	Chanel	17	33.76	574	True	NZL	-2	388500	5/8	
313	Healey	Sam	0	0	0	True	NZL	21	198800	HOK	
314	Kosi	Edward	5	41.4	207	True	NZL	34	324200	CTW	
315	Laban	Jacob	7	24.43	171	True	NZL	24	232600	2RF	
316	Leiataua	Ali	6	58.33	350	True	NZL	2	548100	CTW	
317	Lussick	Freddy	14	27.79	389	True	NZL	28	272000	HOK	
318	Maiu'u	Zyon	1	15	15	True	BUL	24	232600	2RF	
319	Martin	Te Maire	16	67.75	1084	True	NZL	69	663200	5/8	
320	Metcalf	Luke	7	50.29	352	True	NZL	2	453800	5/8	
321	Nicoll-Klokstad	Charnze	17	67.71	1151	True	NZL	48	643000	FLB	
322	Niukore	Marata	14	41.57	582	True	NZL	51	377400	2RF	
323	Pasikala	Motu	0	0	0	True	NZL	21	198800	FLB	
324	Pompey	Adam	14	38.5	539	True	NZL	48	385100	CTW	
325	Stowers-Smith	Tanner	0	0	0	True	NZL	21	198800	FRF	
326	Tuaupiki	Taine	6	52.17	313	True	NZL	27	463000	CTW	
327	Tuivasa-Sheck	Roger	18	56.5	1017	True	NZL	73	553100	CTW	
328	Vaimauga	Demitric	4	28.75	115	True	NZL	30	217400	2RF	
329	Walker	Dylan	19	49.53	941	True	NZL	81	436400	2RF	
330	Watene-Zelezniak	Dallin	22	54.86	1207	True	NZL	56	537100	CTW	
331	Addo-Carr	Josh	14	55.43	776	True	PAR	67	542600	CTW	
332	Brown	Dylan	24	66.58	1598	True	PAR	100	622600	5/8	
333	Cartwright	Bryce	20	57.3	1146	True	PAR	59	560900	2RF	
334	Doorey	Matthew	4	17.75	71	True	PAR	11	241700	2RF	
335	Dunster	Haze	0	0	0	True	PAR	22	214000	CTW	
336	Greig	Wiremu	7	22	154	True	PAR	24	232600	FRF	
337	Guymer	Charlie	2	40	80	True	PAR	24	232600	2RF	
338	Hands	Brendan	19	35.68	678	True	PAR	86	349300	HOK	
339	Hawkins	Dean	8	34	272	True	PAR	42	332800	HFB	
340	Hopgood	J'maine	12	67.17	806	True	PAR	86	626900	2RF	
341	Iongi	Isaiah	1	47	47	True	PAR	11	296000	FLB	
342	Lane	Shaun	24	51.92	1246	True	PAR	91	508200	2RF	
343	Lomax	Zac	21	79.05	1660	True	PAR	67	751700	CTW	
344	Lussick	Joey	19	35.21	669	True	PAR	47	344700	HOK	
345	Mataele	Toni	0	0	0	True	PAR	21	198800	2RF	
346	Matterson	Ryan	16	52.06	833	True	PAR	53	509600	2RF	
347	Moretti	Luca	11	34.45	379	True	PAR	35	337300	2RF	
348	Moses	Mitchell	8	64.25	514	True	PAR	66	628900	HFB	
349	Ofahengaue	Joe	24	44.67	1072	True	PAR	58	396000	2RF	
350	Papalii	Joash	0	0	0	True	PAR	21	198800	FLB	
351	Paulo	Junior	16	50.31	805	True	PAR	50	472900	FRF	
352	Penisini	Richard	0	0	0	True	PAR	21	198800	CTW	
353	Penisini	Will	23	58.74	1351	True	PAR	55	601000	CTW	
354	Pryke	Saxon	0	0	0	True	PAR	21	198800	2RF	
355	Russell	Sean	21	37.95	797	True	PAR	47	371500	CTW	
356	Samrani	Jordan	0	0	0	True	PAR	-31	198800	CTW	
357	Simonsson	Bailey	10	45.7	457	True	PAR	47	447400	CTW	
358	Tago	Jake	7	32	224	True	PAR	30	281900	CTW	
359	Tuilagi	Kelma	16	44.31	709	True	PAR	65	433800	2RF	
360	Tuivaiti	Sam	0	0	0	True	PAR	28	198800	FRF	
361	Williams	Jack	22	46.55	1024	True	PAR	32	467300	2RF	
362	Alamoti	Paul	13	59.85	778	True	PTH	14	640700	CTW	
363	Cleary	Nathan	10	82.9	829	True	PTH	146	727200	HFB	
364	Cole	Jack	9	45.89	413	True	PTH	48	442300	5/8	
365	Edwards	Dylan	17	85.71	1457	True	PTH	138	839000	FLB	
366	Eisenhuth	Matthew	16	30.88	494	True	PTH	42	302200	2RF	
367	Fale	David	0	0	0	True	PTH	21	198800	CTW	
368	Garner	Luke	14	56.21	787	True	PTH	121	499000	2RF	
369	Geyer	Mavrik	11	24.27	267	True	PTH	25	237600	2RF	
370	Hassett	Harrison	0	0	0	True	PTH	21	198800	2RF	
371	Henry	Liam	21	45.76	961	True	PTH	58	448000	FRF	
372	Kenny	Mitchell	21	47.43	996	True	PTH	76	426000	HOK	
373	Kepaoa	Asu	2	54	108	True	PTH	39	370000	2RF	
374	Laurie	Daine	14	52.57	736	True	PTH	51	514600	FLB	
375	Leota	Moses	23	39.04	898	True	PTH	47	377600	FRF	
376	Luke	Soni	1	62	62	True	PTH	32	303500	HOK	
377	Martin	Liam	19	44.58	847	True	PTH	62	431900	2RF	
378	McLean	Casey	7	50.29	352	True	PTH	1	445700	CTW	
379	McLean	Jesse	1	48	48	True	PTH	25	234900	CTW	
380	Papali'i	Isaiah	16	59.81	957	True	PTH	112	585500	2RF	
381	Patea	Luron	3	28	84	True	PTH	30	232600	FRF	
382	Price	Riley	0	0	0	True	PTH	22	214000	2RF	
